id,like_movie,movie_id,user_id
640,1,6264654,51824
641,1,50986,12771
642,,4158110,105068
643,1,2531344,105069
644,1,327597,105069
645,1,473075,105068
646,1,7767422,82701
647,1,68646,103080
648,1,13069986,102929
649,1,411705,97118
650,1,4578474,89083
651,1,478311,24533
652,1,5332732,89551
653,1,51790,12771
654,1,211915,94707
655,1,1878870,104660
656,1,2560140,72850
657,1,1211837,19025
658,1,13400006,105082
355,1,3079768,44589
659,1,324197,12771
660,1,5288312,105141
661,1,6864,12771
662,1,120338,44140
663,1,50861,61103
664,1,758752,61103
665,1,1772250,61103
666,1,460649,28682
667,1,4975722,105148
668,1,159206,104043
669,1,13767550,29696
670,1,7904362,105162
671,1,1591095,85709
672,1,2226417,85709
673,1,3195644,85709
674,1,159206,105162
675,1,8610082,104881
676,1,211915,80468
677,1,10366460,80468
678,,4859246,30882
679,1,11117570,105171
680,1,6468322,104133
681,1,211915,94901
682,1,211915,104133
683,,6593054,76971
684,1,7949218,104881
685,1,10888876,104881
507,,361748,46561
686,1,10731768,104881
687,1,2861424,100790
688,1,2911666,104881
689,1,1405406,103943
690,1,241527,80245
691,1,2306299,71560
692,1,758752,105242
693,1,6468322,90287
694,,1700841,90924
695,1,460649,46561
696,1,11991748,105248
697,1,876563,97110
698,1,978762,98949
699,1,1604171,105256
700,1,99487,98744
701,1,758752,84572
702,1,50861,50245
703,1,4052886,105159
704,,758752,69128
705,1,4425200,104881
706,1,4777008,23337
707,1,2072230,55907
708,1,2442560,105281
709,1,108778,87255
710,1,2531336,101805
711,1,7016936,19757
712,1,106965,89832
713,1,5220122,105275
714,1,2072230,105294
715,1,159206,104416
716,1,8367814,25542
717,,1117581,103611
718,,6334354,104825
719,1,7026672,91996
720,1,4273886,104881
721,1,1686821,105095
722,1,411008,46561
723,1,6468322,75691
724,1,5637324,104881
725,1,10265034,104881
726,1,11657662,104881
727,1,3758814,104881
728,1,6932874,104881
729,1,758752,57347
730,1,9261404,105367
731,1,5288312,105367
732,,2101441,50245
733,1,169547,105370
734,1,1659337,51847
735,1,1659337,80468
736,1,1614989,80468
737,1,2101441,80468
738,1,6468322,79709
739,1,5675620,92449
740,1,1405406,99317
741,1,892782,94232
742,1,2975590,71910
743,1,293429,104881
744,1,5113044,104881
745,1,5076214,104881
746,1,2322441,104881
747,1,4465564,104881
748,1,4477536,104881
749,,5675620,101260
750,1,7286456,105453
751,1,7904362,99496
752,1,3774694,21234
753,1,944947,28682
754,1,1405406,105004
755,1,384819,105249
756,1,8493238,105249
757,1,1309449,105249
759,1,926084,104636
760,1,7767422,57796
761,,7767422,105481
762,1,59719,12771
763,1,118849,12771
764,,7613024,1333
765,,1935859,56137
766,1,13069986,93794
767,1,4787052,105506
768,,10168312,90630
769,1,4524056,102239
770,1,8360326,101628
771,1,5108912,101628
772,1,1843230,49030
773,1,6257970,105518
774,1,6432466,24533
775,1,2306299,101015
776,1,253474,104009
777,,2101441,13654
778,1,108778,76134
779,1,166485,105544
780,1,4590256,90934
781,1,10366460,72119
782,1,7134908,52691
783,1,110912,96898
784,1,8385148,49340
905,1,417299,105921
785,1,6264654,49340
786,1,4574334,51166
787,1,8760932,57500
788,1,5076214,104430
789,1,9729206,105249
790,1,1060256,105249
791,1,5954284,105249
792,1,10886166,94260
793,1,70047,98744
794,1,70047,91392
795,1,903747,2697
796,1,6338498,103731
797,1,5843876,104430
798,1,401398,71910
799,1,13624054,80245
800,,7366338,92895
801,1,4590256,105650
802,1,2245084,82856
803,1,1670345,104430
804,1,10431500,104517
805,,13624054,105010
806,1,13069986,105652
807,1,7645192,105652
808,1,7349950,91392
809,,2617828,69128
810,1,112015,92895
811,1,1399664,92895
812,1,6468322,102986
813,,13069986,77132
814,1,6264654,62221
815,1,6468322,77428
816,1,2699128,2697
817,1,6472976,73773
818,1,6468322,80359
819,1,11460818,105648
820,1,7069210,103668
821,1,1980929,30224
822,1,13624054,76012
823,1,5922962,105587
824,1,2274648,56090
906,1,5420376,21234
825,1,8360326,104428
826,1,1099212,86382
827,1,6468322,7524
828,1,6468322,2697
829,1,6468322,31579
831,1,6468322,93133
832,1,6468322,105751
833,1,6468322,101877
834,1,6468322,24533
835,1,6468322,24320
836,1,6468322,93298
837,1,6468322,69093
838,1,6468322,80245
839,1,6468322,90301
840,1,6468322,85171
830,,6468322,63455
841,,7949218,93044
842,1,6468322,90565
843,1,6468322,3630
844,1,944947,30882
845,1,6468322,98777
846,1,475784,105709
847,1,7431994,105776
848,1,6468322,89815
849,1,7949218,104753
850,1,4145384,104028
851,,8398600,105792
852,1,6246322,1
853,1,6468322,102938
854,1,13067118,105776
855,1,6468322,94820
856,1,6468322,15024
857,1,6468322,1
858,1,6468322,91392
859,,10155932,81398
860,1,6468322,24233
861,1,10155932,93009
862,,10155932,51824
863,1,6468322,67953
864,1,6468322,100020
865,1,6468322,15839
866,1,6468322,46561
867,1,2771926,66206
868,1,6468322,76318
869,,9376612,55891
870,1,108778,105827
871,1,6468322,65979
872,1,468569,80245
873,1,468569,69128
874,1,10986410,2697
875,1,1731701,35193
876,,4925292,67961
877,1,4925292,80468
878,1,6246322,80468
879,,13624054,53432
880,1,6468322,105845
881,1,10155932,80245
882,1,7949218,95664
883,1,4052886,81251
884,1,870154,105414
885,1,1878870,105419
886,,6468322,104267
887,1,1022603,53699
888,1,6468322,60008
889,1,120630,54810
890,,4590256,36859
891,1,108778,103714
892,1,451850,77431
894,1,9179974,104430
895,1,1022603,78959
896,1,8577458,79209
897,1,10888876,104430
898,1,6468322,68653
899,1,1622696,60491
900,,2714046,9
901,1,8385148,105907
902,1,6468322,21234
903,1,6468322,105921
904,1,1798684,105921
907,1,10954652,74378
908,1,816692,105905
909,1,1800241,105807
910,1,2726560,67730
911,1,1763303,105807
912,,1961175,105807
913,1,8372094,105807
914,,460681,105952
915,1,9531772,81174
916,1,108778,80468
917,1,10155932,58269
918,1,102926,80468
919,1,4288182,80468
920,1,6338498,80245
921,1,6246322,105711
922,1,7949218,84053
923,,6246322,84800
924,1,4925292,84800
925,1,6246322,75691
926,1,468569,68737
927,1,4925292,68737
928,1,4925292,94901
929,1,12063450,105838
930,1,468569,101260
931,1,119167,43350
932,1,4925292,85704
933,1,6468322,105776
934,1,206512,105992
935,1,405422,47247
936,1,6468322,57705
937,,2661044,68873
938,1,4925292,21473
939,1,6111574,99002
940,1,6246322,82686
941,,6246322,96745
942,1,468569,96745
943,1,3566838,104080
944,1,455275,96175
945,1,6246322,51824
946,1,6468322,91587
947,1,6468322,84053
948,1,7949218,17685
949,1,70628,105857
950,1,6468322,103085
951,1,13433812,104080
953,1,7949218,83437
954,1,332280,92895
955,1,411008,100611
956,1,4913966,98662
957,1,4925292,82693
958,1,4925292,31429
959,1,1405406,87355
960,1,6468322,68873
961,1,10155932,73372
962,1,12851524,85387
963,,3824458,81066
964,1,944947,48008
965,1,117509,31520
966,1,4925292,68051
967,1,6468322,34358
968,1,1821427,105541
969,1,2861424,103752
1065,1,6468322,33679
970,1,101540,105816
971,1,4052886,82796
972,1,7949218,37548
973,,4925292,54810
974,1,78935,103388
975,1,13143964,105704
976,1,1645170,105704
977,1,1355644,57520
978,1,2467372,100050
979,1,6468322,106037
980,,12783454,15024
981,,12783454,1
982,1,460649,84053
983,1,7949218,105859
984,1,6468322,94296
985,,3531824,104860
986,1,2661044,104567
987,1,1877514,104567
988,1,1856010,104567
989,1,14392248,104567
990,1,8111088,104567
991,1,108778,104567
992,1,12392504,104567
993,1,7949218,1584
994,1,6932874,23337
995,1,10265034,104430
996,1,6257970,104430
997,1,1954299,105046
998,1,1193516,72667
999,1,1373215,72667
1000,1,1577061,72667
1001,,3477064,72667
1002,1,6439558,72667
1003,1,1119646,72667
1004,1,1411697,72667
1005,1,6111130,85387
1006,1,3263904,23919
1007,,10155932,85387
1008,1,14006530,90321
1009,,10665338,27940
1010,1,9376612,105738
1011,1,462335,105897
1012,1,295297,105581
1013,1,460649,74458
1014,,5420376,85387
1015,1,10813940,101489
1016,,5562070,103530
1017,1,1221188,105636
1018,1,4786824,82978
1019,1,102926,104860
1020,1,6468322,94996
1021,1,9664732,105648
1022,1,6468322,66415
1023,1,6468322,84237
1066,1,1845307,105940
1024,,14781024,96680
1025,1,10551608,104493
1026,1,6932874,104493
1027,1,2861424,68873
1028,1,4925292,79502
1029,1,6246322,79502
1030,,6246322,30882
1031,1,8398600,46400
1032,1,11307724,56442
1033,1,6246322,56442
1034,1,2467372,66190
1035,,15094392,85387
1036,1,70735,92895
1037,1,51201,92895
1038,1,42192,92895
1039,1,53291,92895
1040,1,53604,92895
1041,1,758752,92895
1042,1,10155932,92895
1043,1,1661199,92895
1044,1,2861424,106004
1045,1,6468322,80074
1046,1,10155932,103708
1047,,978762,68158
1048,1,93779,92895
1049,1,1099212,92898
1050,1,6468322,83437
1051,1,10155932,82105
1052,1,468569,104230
1053,1,4865436,65177
1054,1,944947,98494
1055,1,10954652,105935
1056,1,6468322,94124
1057,1,6468322,105832
1058,1,6246322,93771
1059,1,425061,99002
1060,1,1442449,105673
1061,1,13879466,47672
1063,,10886166,105938
1062,,2577172,105938
1064,1,6468322,102541
1067,1,6246322,13648
1068,1,8893502,104430
1069,1,1586680,86260
1070,1,10155932,57610
1071,1,6468322,98228
1072,1,7069210,99496
1073,1,10276470,105925
1074,1,1797504,104430
1075,,9376612,91231
1076,1,6468322,68577
1077,1,6468322,76785
1078,1,467406,24533
1079,1,1520211,77096
1080,1,182576,101853
1081,1,67803,25992
1082,1,903747,104009
1083,1,6468322,105741
1084,1,7286456,82610
1085,1,2741602,57243
1086,1,1323594,84053
1087,1,468569,68592
1088,1,7134908,104430
1089,1,1840417,104430
1090,1,7504726,98456
1091,1,4641602,104430
1092,1,2411516,24533
1093,1,1446714,24533
1094,1,758752,104430
1095,1,114388,105944
1096,1,12851524,103412
1097,1,6338498,45272
1098,1,10155932,91712
1099,,6468322,53156
1220,1,9784456,105991
1100,,10813940,91712
1101,1,6468322,1783
1102,1,7949218,98662
1103,1,1520211,20987
1104,,11027850,30157
1105,1,167261,105354
1106,1,102926,94901
1107,1,4288182,94901
1108,1,482571,104221
1109,1,6338498,94901
1110,1,4126476,105293
1111,1,6472976,105293
1112,1,7949218,79320
1113,1,2741602,80468
1114,1,10155932,79477
1116,1,3451230,79477
1115,,6468322,97723
1117,1,266308,37521
1118,1,407887,46850
1119,1,1520211,89167
1120,1,1578873,60550
1121,1,7134908,99642
1122,1,6338498,23898
1123,1,1690953,84053
1124,1,3469046,84053
1125,1,1405406,105943
1126,1,332280,105984
1127,1,10155932,81943
1128,1,108778,65177
1129,1,6468322,1584
1130,1,11192306,42528
1131,1,870154,42528
1132,,12735338,42528
1133,1,1520211,69165
1134,1,112159,106178
1135,1,2322441,96007
1136,1,10155932,86643
1137,1,9376612,42528
1138,,6428150,94996
1139,1,4524056,80359
1140,,7569592,80359
1141,1,2741602,80399
1142,1,10168312,80359
1143,,7908628,80359
1144,1,6554240,80359
1145,1,4254242,80359
1146,,10155932,24839
1147,1,9778022,30157
1148,1,5562070,91392
1149,1,6306064,105604
1150,,7366338,105604
1151,1,1700841,91392
1152,1,9701940,105704
1153,1,78935,106033
1154,1,859594,85387
1155,1,1592154,76569
1156,1,1974419,65979
1157,1,2737304,89788
1158,1,4270492,104567
1159,1,4786824,104567
1160,1,6264654,51739
1161,1,290673,1
1162,1,10155932,68962
1163,1,8579674,76902
1164,1,120338,76902
1165,,10155932,21234
1166,1,67309,37813
1167,,5439812,86554
1168,1,10155932,27454
1169,1,6468322,82978
1170,1,6547786,101489
1171,1,4925292,88778
1172,1,10155932,105453
1173,1,5479616,70555
1174,1,7784604,85709
1221,1,1442437,60550
1175,,5298146,105947
1176,1,11388580,72850
1177,1,9848626,32202
1178,1,170016,104935
1179,1,3228774,104935
1180,1,206512,104935
1181,1,808417,104935
1182,1,3501632,105907
1183,1,4154796,105907
1184,1,4154756,105907
1185,1,108778,37813
1186,,10155932,105438
1187,,1588398,105438
1188,1,4590256,105438
1189,1,348914,104567
1190,1,2085059,104567
1191,1,7660850,104567
1192,1,1124373,104567
1193,1,2802850,104567
1194,1,98936,104567
1195,1,5071412,104567
1196,1,9184994,104567
1197,1,5675620,104567
1198,1,5687612,104567
1199,1,8714904,104567
1200,1,5189670,104567
1201,1,5788792,104567
1202,1,3920596,104567
1203,1,10048342,104567
1204,1,4154796,65838
1205,1,426592,105704
1206,1,4574334,68633
1207,,2385752,94996
1208,1,8265928,106028
1209,1,9376612,12551
1222,1,5562070,57796
1223,1,7949218,94996
1211,1,6264654,88840
1212,,4925292,104234
1213,,6246322,106216
1214,1,6338498,19133
1215,1,119008,104221
1216,1,4925292,106008
1217,1,3721964,23598
1218,1,4465564,96030
1219,1,119167,68142
1210,,8529296,30882
1224,1,6338498,54533
1225,1,7908628,73462
1226,1,6264654,27052
1227,,10155932,99002
1228,1,108052,71467
1229,1,1065073,81066
1230,1,5332732,67886
1231,1,1405406,94124
1232,1,2911666,30882
1233,1,5562070,104885
1234,1,50709,57796
1235,1,13551614,105738
1236,1,7134908,68823
1237,,10155932,46758
1238,1,2861424,78164
1239,1,6338498,76840
1240,1,102926,76840
1241,1,10155932,98352
1242,,3303358,106252
1243,1,479760,106254
1244,1,2948372,106118
1245,1,6502956,80468
1246,1,9664108,80468
1247,,11859012,106016
1248,1,2243973,76785
1249,1,6468322,98969
1250,1,2461150,50046
1251,1,14781024,101308
1252,1,8308780,105939
1253,,790686,11540
1254,1,10155688,59127
1255,1,5016946,106135
1256,1,14832996,58349
1257,,2403021,106033
1258,1,6320628,12551
1259,1,10155932,79320
1260,1,8385148,24533
1261,1,5013056,24533
1262,1,6264654,104935
1263,1,1520211,87924
1264,,12361974,102025
1265,1,1190634,60783
1266,1,10155932,104234
1267,1,102926,91997
1268,1,1843230,106140
1269,1,327056,30527
1270,1,4787052,106275
1271,1,6472976,12548
1272,1,2741602,90075
1273,,10155932,76238
1274,1,3626476,88648
1275,,6215376,106098
1276,1,10155932,80419
1277,,64040,62716
1278,1,3626476,78829
1279,1,7949218,57685
1280,1,947798,68484
1281,1,6468322,42
1282,1,3626476,75318
1283,1,6264654,105667
1284,,10155932,105081
1285,1,10155932,79765
1286,1,7798634,45756
1287,1,10155932,54116
1288,1,13069986,106021
1289,,7069210,78735
1290,,10155932,74118
1291,1,10155932,65177
1292,1,13839098,102152
